ts,bid1,bid2,bid3,bid4,bid5,bid6,bid7,bid8,bid9,bid10,bid1_qty,bid2_qty,bid3_qty,bid4_qty,bid5_qty,bid6_qty,bid7_qty,bid8_qty,bid9_qty,bid10_qty,ask1,ask2,ask3,ask4,ask5,ask6,ask7,ask8,ask9,ask10,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,ask6_qty,ask7_qty,ask8_qty,ask9_qty,ask10_qty
1761314401082,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.71872,0.001,0.0003,0.0001,0.04616,0.20395,0.04526,0.04521,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110928.96,110929.3,110929.31,110931.29,110931.3,110932.37,3.48385,0.11087,0.0001,0.00051,0.00255,0.0001,0.00015,0.0001,0.31961,0.0001
1761314401182,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.76438,0.00095,0.0003,0.0001,0.04616,0.20395,0.04526,0.04521,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110928.96,110929.33,110931.29,110931.3,110932.37,110932.38,3.49014,0.11087,0.0001,0.00051,5e-05,0.04122,0.14025,0.31966,0.0001,0.0001
1761314401282,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.76438,0.00095,0.0003,0.0001,0.04616,0.20395,0.04526,0.04521,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110929.32,110929.33,110929.35,110931.28,110931.29,110931.3,3.49475,0.11087,0.0001,0.00051,0.0001,0.00015,0.04076,0.0001,0.09646,0.3151
1761314401382,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.76438,0.00561,0.0003,0.0001,0.04616,0.20395,0.04526,0.04521,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110929.34,110929.35,110931.28,110931.29,110931.3,110932.71,3.4948,0.11087,0.0001,0.00051,0.0001,0.00015,0.0001,0.09646,0.3151,5e-05
1761314401482,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.76562,0.00571,0.0003,0.0001,0.04616,0.20395,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110931.28,110931.29,110931.3,110932.71,110933.4,110933.5,3.49931,0.11087,0.0001,0.00051,0.0001,0.09646,0.31515,5e-05,0.0025,0.0001
1761314401583,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.71991,0.00571,0.0003,0.0001,0.04616,0.20395,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110931.28,110931.29,110931.3,110932.71,110933.4,110933.5,3.49931,0.11087,0.0001,0.00051,0.0001,0.09646,0.31515,5e-05,0.0025,0.0001
1761314401682,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.86714,0.00576,0.0003,0.0001,0.04616,0.20395,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110929.45,110931.28,110931.29,110931.3,110932.71,110933.31,3.58945,0.11087,0.0001,0.00051,0.03983,0.0001,0.09646,0.31515,5e-05,5e-05
1761314401782,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.86719,0.00581,0.0003,0.0001,0.04616,0.20395,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110929.44,110929.45,110931.28,110931.29,110931.3,110931.88,3.74519,0.11087,0.0001,0.00051,5e-05,0.03998,0.0001,0.09646,0.3151,0.00037
1761314401882,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.8666,0.00581,0.0003,0.0001,0.04616,0.20395,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110929.44,110929.45,110931.28,110931.29,110931.3,110931.88,3.74459,0.11087,0.0001,0.00051,5e-05,0.00015,0.0001,0.09646,0.3151,0.00037
1761314401983,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.8666,0.00581,0.0003,0.0001,0.04616,0.20395,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110931.28,110931.29,110931.3,110931.88,110932.71,110933.31,3.74459,0.11087,0.0001,0.00051,0.0001,0.09646,0.31515,0.00037,5e-05,5e-05
1761314402082,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.8666,0.00581,0.0003,0.0001,0.04616,0.20395,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110931.28,110931.29,110931.3,110931.88,110932.71,110933.31,3.74459,0.11087,0.0001,0.00051,0.0001,0.09646,0.31515,0.00037,5e-05,5e-05
1761314402182,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.8666,0.00581,0.0003,0.0001,0.04616,0.20395,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110931.28,110931.29,110931.3,110931.88,110932.71,110933.31,3.74354,0.1199,0.0001,0.00051,0.0001,0.09646,0.31515,0.00037,5e-05,5e-05
1761314402282,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.8666,0.00581,0.0003,0.0001,0.04616,0.20395,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110931.28,110931.29,110931.3,110931.88,110932.71,110933.31,3.74354,0.1199,0.0001,0.00051,0.0001,0.09646,0.31515,0.00037,5e-05,5e-05
1761314402383,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.8666,0.00581,0.0003,0.0001,0.04616,0.20395,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110931.28,110931.29,110931.3,110931.88,110932.71,110933.31,3.58734,0.1199,0.0001,0.00051,0.0001,0.09646,0.31515,0.00037,5e-05,5e-05
1761314402482,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,1.3737,0.00581,0.0003,0.0001,0.04616,0.20395,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110929.38,110931.28,110931.29,110931.3,110931.88,110932.71,3.58734,0.1199,0.0001,0.00051,0.03982,0.0001,0.09646,0.31515,0.00037,5e-05
1761314402583,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.8666,0.00581,0.0003,0.0001,0.04616,0.20395,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110929.37,110929.38,110931.28,110931.29,110931.3,110931.88,3.74323,0.1199,0.0001,0.00051,5e-05,0.03997,0.0001,0.09646,0.3151,0.00037
1761314402682,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.60082,0.00576,0.0003,0.0001,0.04616,0.04531,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.34,110929.37,110929.38,110931.28,110931.29,110931.3,110931.88,3.85134,0.1199,0.0001,0.00051,0.0001,0.00015,0.0001,0.09646,0.3151,0.00037
1761314402782,110924.67,110924.66,110924.6,110924.35,110924.34,110924.33,110924.32,110924.31,110924.3,110924.29,0.1878,0.00571,0.0003,0.0001,0.04616,0.18938,0.04526,0.04516,0.04516,0.04516,110924.68,110924.69,110924.76,110928.08,110928.34,110931.29,110931.3,110931.47,110931.88,110932.2,3.89701,0.1199,0.0001,0.06748,0.00051,0.09636,0.31515,5e-05,0.00037,0.29744
1761314402883,110916.87,110916.86,110915.99,110915.98,110915.51,110915.45,110914.16,110913.5,110913.49,110912.08,0.0045,0.0016,0.0001,5e-05,0.0001,0.0001,5e-05,0.0001,5e-05,0.7017,110916.88,110916.96,110917.87,110917.88,110919.22,110920.0,110920.01,110920.08,110920.39,110920.47,3.13455,0.0001,1.15973,0.04065,0.0402,0.08995,0.00015,0.0025,0.00015,0.05835
1761314402983,110912.09,110912.08,110911.77,110910.45,110908.41,110908.19,110908.03,110907.73,110907.69,110907.5,0.0001,0.00025,0.0001,5e-05,5e-05,5e-05,0.0015,0.0001,0.003,5e-05,110914.17,110914.25,110914.33,110914.34,110914.42,110914.44,110914.45,110915.25,110915.26,110915.27,3.7836,0.0001,0.00031,0.0002,0.1887,2.17166,0.00041,0.0899,0.26996,0.04015
1761314403083,110908.19,110908.18,110908.11,110908.03,110907.69,110906.74,110904.32,110904.31,110903.46,110903.45,0.1898,0.0009,0.0001,0.0002,0.0032,5e-05,0.0001,0.05158,0.0001,0.06034,110908.2,110908.21,110908.28,110908.42,110911.2,110911.63,110912.08,110912.09,110912.1,110913.13,3.89446,0.00027,0.0001,0.0001,0.0025,0.0899,0.44951,2.35311,0.31529,0.13014
1761314403183,110908.19,110908.18,110908.11,110907.69,110906.74,110904.32,110904.31,110903.46,110903.45,110903.38,0.34609,0.001,0.0001,0.0032,5e-05,0.0001,0.03271,0.7015,0.06034,0.0001,110908.2,110908.21,110908.28,110911.2,110911.62,110911.63,110912.07,110912.08,110912.09,110912.1,3.99198,0.00037,0.0001,0.0026,0.0001,0.09005,0.0001,1.49938,0.0002,0.00024
1761314403283,110908.19,110908.18,110908.11,110907.69,110906.96,110906.74,110904.32,110904.31,110903.47,110903.46,0.34589,0.0008,0.0001,0.0032,5e-05,5e-05,0.0001,0.22426,0.0001,0.7016,110908.2,110908.21,110908.28,110910.05,110911.2,110911.62,110911.63,110912.07,110912.08,110912.1,4.03199,0.00037,0.0001,0.04099,0.0026,0.0001,0.00015,0.61206,0.00015,0.00014
1761314403382,110908.19,110908.18,110908.11,110907.69,110906.96,110906.74,110904.32,110904.31,110903.71,110903.47,0.34594,0.0008,0.0001,0.0032,5e-05,5e-05,0.0001,0.22426,5e-05,0.0001,110908.2,110908.21,110908.28,110910.04,110910.05,110911.2,110912.06,110912.07,110912.1,110913.12,4.03194,0.00037,0.0001,0.01311,0.04119,0.00255,0.0001,0.14873,0.00014,0.0001
1761314403482,110908.19,110908.18,110908.11,110907.69,110906.96,110906.74,110904.32,110904.31,110903.71,110903.47,0.34859,0.0009,0.0001,0.0032,5e-05,5e-05,0.0001,0.22426,5e-05,0.0001,110908.2,110908.21,110908.28,110910.03,110910.04,110910.05,110911.2,110912.06,110912.07,110912.1,4.03516,0.00037,0.0001,0.0001,0.01331,0.04114,0.00255,0.0001,0.14868,0.00014
1761314403584,110908.19,110908.18,110908.11,110907.69,110906.96,110906.74,110904.32,110904.31,110903.71,110903.47,0.34957,0.0009,0.0001,0.0032,5e-05,5e-05,0.0001,0.22426,5e-05,0.0001,110908.2,110908.21,110908.28,110910.03,110910.04,110910.05,110911.2,110912.06,110912.07,110912.1,4.03492,0.00037,0.0001,0.0001,0.01331,0.04114,0.00255,0.0001,0.14868,0.00014
1761314403682,110908.19,110908.18,110908.11,110907.69,110906.96,110906.74,110904.32,110904.31,110903.71,110903.46,0.34947,0.0008,0.0001,0.0032,5e-05,5e-05,0.7015,0.03271,5e-05,0.0001,110908.2,110908.21,110908.28,110910.03,110910.04,110910.05,110911.2,110912.06,110912.07,110912.1,4.03934,0.00037,0.0001,0.0001,0.01331,0.04114,0.00255,0.0001,0.07198,0.00014
1761314403782,110908.19,110908.18,110908.11,110907.69,110906.96,110906.74,110904.33,110904.32,110904.31,110903.71,0.34972,0.00085,0.0001,0.0032,5e-05,5e-05,0.22847,0.00025,0.0001,5e-05,110908.2,110908.21,110908.28,110910.03,110910.04,110910.05,110910.27,110911.2,110912.07,110912.1,4.08108,0.00037,0.0001,0.0001,0.01331,0.04114,5e-05,0.00255,0.15157,0.00014
1761314403882,110908.19,110908.18,110908.11,110907.69,110907.0,110906.96,110906.74,110904.34,110904.33,110903.71,0.353,0.0008,0.0001,0.0002,0.04,5e-05,5e-05,0.08724,0.00015,5e-05,110908.2,110908.21,110908.28,110910.03,110910.04,110910.05,110910.27,110911.2,110912.06,110912.07,4.04342,0.00037,0.0001,0.0001,0.01331,0.04114,5e-05,0.00255,0.0001,0.15157
1761314403984,110899.39,110899.38,110899.32,110899.28,110898.38,110898.05,110898.04,110897.81,110897.8,110896.75,0.03194,0.0009,5e-05,5e-05,0.0001,0.0001,0.00015,0.0001,5e-05,0.0001,110899.4,110899.59,110899.62,110899.65,110899.66,110899.74,110899.96,110899.98,110899.99,110900.0,4.03802,0.1793,1.26994,0.32073,1.05581,0.0001,0.1793,0.37823,0.25878,2.97736
1761314404083,110898.38,110898.37,110898.04,110896.6,110895.61,110895.15,110894.54,110892.67,110892.05,110891.9,0.0012,0.0009,0.0001,0.003,5e-05,0.0001,0.0001,5e-05,0.0001,5e-05,110898.39,110898.47,110899.27,110899.28,110899.37,110899.4,110899.59,110899.62,110899.65,110899.66,4.25501,0.0001,0.29784,0.0002,0.1793,0.08015,0.00015,0.0001,5e-05,5e-05
1761314404182,110889.36,110889.35,110889.34,110889.21,110888.19,110888.0,110887.88,110886.81,110886.8,110886.0,0.00128,0.01016,0.00055,0.0001,5e-05,0.0012,0.00381,0.0001,5e-05,0.0012,110889.37,110889.45,110889.99,110891.4,110891.55,110891.56,110892.05,110892.67,110892.68,110893.15,3.84649,0.0001,0.01763,0.0001,0.37398,0.0002,0.0899,0.04177,0.00015,0.06748
1761314404282,110886.0,110885.99,110885.92,110885.8,110885.08,110884.91,110884.49,110884.48,110884.39,110884.28,0.00215,0.00075,5e-05,0.0001,0.0001,0.7011,0.0002,5e-05,6e-05,0.0001,110886.01,110886.09,110886.82,110887.88,110887.89,110888.01,110888.18,110888.19,110888.2,110889.0,4.51368,0.0001,0.44125,0.58101,0.0051,0.44125,2.60681,0.3602,0.00515,0.0025
1761314404382,110884.91,110884.9,110884.83,110884.48,110884.39,110884.28,110884.0,110882.0,110881.98,110880.77,0.00155,0.0009,0.0001,5e-05,6e-05,0.0001,0.0014,0.0014,0.0001,5e-05,110884.92,110885.0,110886.0,110886.01,110886.82,110887.25,110887.88,110887.89,110888.01,110888.18,4.18946,0.0001,2.67369,0.66511,0.44145,0.04811,0.58116,0.0051,0.44135,0.29761
1761314404483,110879.12,110879.11,110879.04,110878.26,110878.0,110877.14,110877.06,110876.73,110876.0,110875.9,0.33944,0.0008,0.0001,0.00566,0.0012,5e-05,5e-05,0.00022,0.0012,0.0001,110879.13,110879.21,110880.12,110884.12,110884.22,110884.56,110884.91,110884.92,110886.0,110886.01,4.15454,0.0001,0.0025,0.00011,0.0899,0.0025,2.10056,0.51241,0.0002,0.31006
1761314404587,110875.2,110874.91,110874.0,110873.83,110873.43,110873.35,110873.26,110872.59,110872.0,110871.12,5e-05,0.003,0.0012,0.00727,5e-05,5e-05,5e-05,0.0001,0.0012,0.0001,110875.89,110875.9,110876.01,110878.01,110878.27,110878.52,110878.53,110878.8,110879.12,110879.13,0.42878,2.94321,0.16184,0.48266,1.32255,0.0494,0.6432,0.1194,0.33086,4.96468
1761314404690,110873.83,110873.82,110872.59,110872.0,110871.95,110871.12,110871.11,110871.08,110870.47,110870.46,0.002,0.0018,0.0001,0.0014,0.0001,0.0001,0.00025,7e-05,0.0001,0.00015,110873.84,110873.92,110875.2,110875.21,110875.49,110875.5,110875.68,110875.88,110875.89,110875.9,2.21702,0.0001,2.04417,0.04454,0.08995,0.00015,0.0025,0.04472,0.0001,0.05835
1761314404783,110872.0,110871.99,110871.95,110870.0,110869.64,110869.38,110868.86,110868.0,110867.58,110866.45,0.013,0.0009,0.0001,0.0014,5e-05,5e-05,0.0001,0.0016,0.0001,0.0001,110872.01,110872.09,110873.83,110873.84,110875.2,110875.21,110875.49,110875.68,110875.88,110875.9,2.60618,0.0001,1.8296,0.39536,0.00015,0.04049,0.09,0.0025,0.00312,0.0583
1761314404883,110872.0,110871.99,110871.94,110871.92,110870.0,110869.64,110869.38,110869.3,110868.0,110867.51,0.17348,0.04578,0.04513,0.0001,0.0014,5e-05,5e-05,5e-05,0.0015,0.0001,110872.01,110872.09,110873.82,110873.83,110873.84,110875.21,110875.49,110875.68,110875.88,110875.9,2.6038,0.0001,0.72233,0.31525,0.31536,0.04049,0.0001,0.0025,0.00307,0.04005
1761314404982,110872.0,110871.99,110871.95,110871.94,110871.92,110870.0,110869.64,110869.38,110869.3,110868.0,0.17288,0.04553,0.0001,0.04538,0.04523,0.0013,5e-05,5e-05,5e-05,0.00145,110872.01,110872.09,110873.81,110873.82,110873.83,110873.84,110875.21,110875.68,110875.88,110875.9,3.0451,0.0001,0.42969,0.00025,0.31525,0.00031,0.04049,0.0025,0.00307,0.04005
1761314405083,110872.0,110871.99,110871.96,110871.95,110871.94,110871.93,110871.92,110871.91,110870.0,110869.64,0.16247,0.04563,0.04513,0.0001,0.04538,0.0001,0.04538,0.04513,0.00125,5e-05,110872.01,110872.09,110873.8,110873.81,110873.82,110873.83,110873.84,110875.2,110875.21,110875.68,3.38088,0.0001,0.15423,0.00015,0.0001,0.31515,0.00026,0.0001,0.04049,0.0025
1761314405183,110872.0,110871.99,110871.97,110871.96,110871.95,110871.94,110871.93,110871.92,110871.91,110870.0,1.155,0.04568,0.05503,0.04538,0.0001,0.04528,0.0001,0.04538,0.04518,0.0012,110872.01,110872.09,110873.79,110873.8,110873.82,110873.83,110873.84,110875.2,110875.21,110875.68,3.07007,0.0001,0.15687,0.00015,0.0001,0.31515,0.00026,0.0001,0.00049,0.0025
1761314405283,110872.0,110871.99,110871.98,110871.97,110871.96,110871.95,110871.94,110871.93,110871.92,110871.91,2.30371,0.04538,0.0001,0.05528,0.04528,0.04523,0.04523,0.0001,0.04528,0.04518,110872.01,110872.09,110873.78,110873.79,110873.82,110873.83,110873.84,110875.21,110875.68,110875.88,1.71407,0.0001,0.143,0.00015,0.0001,0.31515,0.00026,5e-05,0.0025,0.00307
1761314405383,110872.0,110871.99,110871.98,110871.97,110871.96,110871.95,110871.94,110871.92,110871.91,110870.0,2.01231,0.04543,0.0001,0.05528,0.04528,0.04533,0.04518,0.04528,0.04518,0.0012,110872.01,110872.09,110873.77,110873.78,110873.82,110873.83,110873.84,110874.83,110875.68,110875.88,1.57258,0.0001,0.0001,0.09605,0.0001,0.31515,0.00026,5e-05,5e-05,0.00307
1761314405484,110872.0,110871.99,110871.98,110871.97,110871.96,110871.95,110871.94,110871.92,110871.91,110870.0,0.39688,0.04583,0.0001,0.00035,0.04538,0.04533,0.04518,0.04528,0.04518,0.0012,110872.01,110872.09,110872.92,110873.77,110873.78,110873.82,110873.83,110873.84,110874.83,110875.68,2.05516,0.0001,0.04811,0.0001,0.09605,0.0001,0.31515,0.00026,5e-05,0.0025
1761314405584,110872.0,110871.99,110871.97,110871.96,110871.95,110871.94,110871.93,110871.92,110871.91,110870.0,0.00853,0.04568,0.0003,0.04538,0.04533,0.04518,5e-05,0.04518,0.04518,0.0012,110872.01,110872.09,110872.85,110872.92,110873.78,110873.82,110873.83,110873.84,110874.83,110875.68,2.17244,0.0001,0.06748,0.04037,0.19944,0.0899,0.3151,0.00026,5e-05,0.0025
1761314405682,110872.0,110871.99,110871.97,110871.96,110871.95,110871.94,110871.93,110871.92,110871.91,110870.25,0.06091,0.04568,0.0003,0.04538,0.04533,0.04518,5e-05,0.04518,0.04518,0.0001,110872.01,110872.09,110872.84,110872.85,110872.91,110872.92,110873.77,110873.78,110873.81,110873.82,2.46245,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0.19944,0.0001,0.0002
1761314405782,110872.0,110871.99,110871.97,110871.96,110871.95,110871.94,110871.93,110871.92,110871.91,110870.0,0.06086,0.04563,0.0003,0.04538,0.04533,0.04518,5e-05,0.04518,0.04518,0.0012,110872.01,110872.09,110873.77,110873.78,110873.82,110873.83,110873.84,110874.83,110874.97,110875.68,2.05229,0.0001,0.0001,0.0961,0.0001,0.0002,0.00021,5e-05,0.2976,0.00255
1761314405882,110872.0,110871.99,110871.97,110871.96,110871.95,110871.94,110871.93,110871.92,110871.91,110871.36,0.05436,0.04573,0.0003,0.04538,0.04533,0.04518,5e-05,0.04518,0.04518,0.0001,110872.01,110872.09,110873.77,110873.78,110873.84,110874.83,110874.97,110875.53,110875.68,110875.88,2.09164,0.0001,0.0001,0.0961,0.00021,5e-05,0.2978,0.04811,0.00255,0.00312
1761314405982,110872.0,110871.99,110871.98,110871.97,110871.96,110871.95,110871.94,110871.93,110871.92,110871.91,0.06241,0.04568,0.04513,0.0003,0.04538,0.04533,0.04518,5e-05,0.04518,0.04518,110872.01,110872.09,110873.77,110873.78,110873.84,110874.83,110874.97,110875.53,110875.68,110875.88,2.09135,0.0001,0.0001,0.13327,0.00021,5e-05,0.2978,0.04826,0.00255,0.00307
1761314406082,110872.0,110871.99,110871.98,110871.97,110871.96,110871.95,110871.94,110871.92,110871.91,110871.41,0.06241,0.04578,0.04533,0.0002,0.04533,0.04528,0.04518,0.04518,0.04518,0.0001,110872.01,110872.09,110873.77,110873.78,110873.84,110874.83,110874.96,110874.97,110875.53,110875.68,2.09135,0.0001,0.0001,0.13327,0.00021,5e-05,0.0001,0.2978,0.00015,0.00255
1761314406182,110872.0,110871.99,110871.98,110871.97,110871.96,110871.95,110871.94,110871.92,110871.91,110871.41,0.06222,0.04583,0.04538,0.0001,0.04538,0.04533,0.04518,0.04518,0.04518,0.0001,110872.01,110872.09,110873.77,110873.78,110873.84,110874.83,110874.96,110874.97,110875.68,110875.88,2.14179,0.0001,0.0001,0.13327,0.00021,5e-05,0.0001,0.2978,0.00255,0.00312
1761314406282,110872.0,110871.99,110871.98,110871.97,110871.96,110871.95,110871.94,110871.92,110871.91,110871.41,0.06157,0.04588,0.04538,0.0001,0.04538,0.04533,0.04518,0.04518,0.04518,0.0001,110872.01,110872.09,110873.77,110873.78,110873.84,110874.83,110874.96,110874.97,110875.68,110875.88,2.14165,0.0001,0.0001,0.13327,0.00021,5e-05,0.0001,0.2978,0.00255,0.00312
1761314406382,110872.0,110871.99,110871.98,110871.97,110871.96,110871.95,110871.94,110871.93,110871.92,110871.91,0.17493,0.04583,0.04538,0.0001,0.04538,0.04533,0.04518,0.04513,0.04518,0.04518,110872.01,110872.09,110873.77,110873.78,110873.84,110874.83,110874.96,110874.97,110875.68,110875.88,2.14165,0.0001,0.0001,0.13327,0.00021,5e-05,0.0001,0.2978,0.00255,0.00312
1761314406482,110872.0,110871.99,110871.98,110871.97,110871.96,110871.95,110871.94,110871.93,110871.92,110871.91,1.20475,0.04568,0.04538,0.0001,0.20254,0.04533,0.04518,0.04518,0.04528,0.04518,110872.01,110872.09,110873.77,110873.78,110873.84,110874.83,110874.96,110874.97,110875.68,110875.88,1.95752,0.0001,0.0001,0.13327,0.00021,5e-05,0.0001,0.0002,0.00255,0.00312
