ts,bid1,bid2,bid3,bid4,bid5,bid6,bid7,bid8,bid9,bid10,bid1_qty,bid2_qty,bid3_qty,bid4_qty,bid5_qty,bid6_qty,bid7_qty,bid8_qty,bid9_qty,bid10_qty,ask1,ask2,ask3,ask4,ask5,ask6,ask7,ask8,ask9,ask10,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,ask6_qty,ask7_qty,ask8_qty,ask9_qty,ask10_qty
1761260715442,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.60597,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260715543,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.60597,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260715642,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.60597,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260715743,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.60597,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260715843,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.60597,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260715942,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.60597,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260716043,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.60597,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260716142,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.60597,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260716242,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.60597,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260716342,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.60597,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260716442,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.52884,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260716542,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.52884,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260716643,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,4.52884,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260716743,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,3.4509,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,2.41312,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260716842,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,3.45124,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,2.41312,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260716942,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,3.45124,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,2.41312,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260717043,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,3.45124,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,2.41312,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260717142,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,3.45124,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,2.09812,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260717242,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,3.45124,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260717342,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,3.45124,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,1.97602,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260717444,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,3.45124,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,2.41312,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260717542,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,3.45124,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,2.41312,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260717642,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,3.45124,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,2.41312,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
1761260717742,109891.58,109891.57,109891.51,109890.49,109890.44,109890.34,109890.33,109890.32,109890.0,109889.82,3.45124,5e-05,0.0001,0.001,5e-05,0.0001,0.14533,0.3003,5e-05,5e-05,109891.59,109891.6,109891.67,109891.93,109891.94,109892.68,109893.1,109893.3,109893.44,109893.45,2.41312,0.00085,0.0001,0.0003,0.03163,0.00105,5e-05,6e-05,0.0001,0.00743
