ts,bid1,bid2,bid3,bid4,bid5,bid6,bid7,bid8,bid9,bid10,bid1_qty,bid2_qty,bid3_qty,bid4_qty,bid5_qty,bid6_qty,bid7_qty,bid8_qty,bid9_qty,bid10_qty,ask1,ask2,ask3,ask4,ask5,ask6,ask7,ask8,ask9,ask10,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,ask6_qty,ask7_qty,ask8_qty,ask9_qty,ask10_qty
1761332401321,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.93,110624.92,7.51771,0.0001,0.68121,0.04023,0.0026,0.09144,0.13575,0.79509,1.08766,0.46826,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.8,110628.81,110628.96,1.84093,0.0012,0.0001,5e-05,0.29856,0.0017,0.00403,5e-05,0.04934,5e-05
1761332401423,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.56401,0.0001,0.68121,0.04023,0.0026,0.09144,0.13575,0.79509,0.29827,1.08766,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.8,110628.81,110628.96,1.84088,0.00115,0.0001,5e-05,0.29856,0.0017,0.00403,5e-05,0.04934,5e-05
1761332401521,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.56401,0.0001,0.68121,0.04023,0.0026,0.09144,0.13575,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.8,110628.81,110628.96,1.84093,0.0012,0.0001,5e-05,0.29856,0.0017,0.00403,5e-05,0.0001,5e-05
1761332401621,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.9257,0.0001,0.68121,0.04023,0.0026,0.09144,0.13575,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.96,110628.97,110629.05,1.84082,0.00115,0.0001,5e-05,0.29856,0.0017,0.00403,5e-05,0.00038,5e-05
1761332401721,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.87511,0.04937,0.68121,0.04023,0.0026,0.09144,0.13575,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.96,110628.97,110629.05,1.87093,0.00115,0.0001,5e-05,0.29856,0.0017,0.00403,5e-05,0.00038,5e-05
1761332401821,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.87511,0.04962,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.96,110628.97,110629.05,1.87108,0.00115,0.0001,5e-05,0.29856,0.0017,0.00403,5e-05,0.00038,5e-05
1761332401922,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.87511,0.04962,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.96,110628.97,110629.05,1.87108,0.00115,0.0001,5e-05,0.29856,0.0017,0.00403,5e-05,0.00038,5e-05
1761332402021,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.87511,0.04962,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.96,110628.97,110629.05,1.87108,0.00115,0.0001,5e-05,0.29856,0.0017,0.00403,5e-05,0.00038,5e-05
1761332402121,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.87511,0.04962,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.96,110628.97,110629.05,1.71819,0.00115,0.0001,5e-05,0.29856,0.0017,0.00403,5e-05,0.00038,5e-05
1761332402221,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.87511,0.04962,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.96,110628.97,110629.05,1.71819,0.00115,0.0001,5e-05,0.29856,0.0017,0.00403,5e-05,0.00038,5e-05
1761332402321,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.87511,0.04962,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.96,110628.97,110629.05,1.71819,0.00115,0.0001,5e-05,0.29856,0.0017,0.00403,5e-05,0.00038,5e-05
1761332402421,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.87511,0.04962,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.96,110628.97,110629.05,1.85659,0.00115,0.0001,5e-05,0.29856,0.0017,0.00403,5e-05,0.00038,5e-05
1761332402521,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.87511,0.04962,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.78,110627.79,110628.0,110628.79,110628.96,110628.97,110629.05,0.96676,0.00115,0.0001,5e-05,0.0003,0.0017,0.00403,5e-05,0.00038,5e-05
1761332402621,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.87511,0.04962,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.79,110628.0,110628.79,110628.96,110628.97,110629.05,110629.2,0.96686,0.0009,0.0001,0.0002,0.0017,0.00403,5e-05,0.00038,5e-05,5e-05
1761332402721,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.87332,0.04967,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110628.0,110628.79,110628.96,110628.97,110629.05,110629.2,110629.95,0.96636,0.0009,0.0001,0.0018,0.00408,5e-05,0.00043,5e-05,5e-05,0.00034
1761332402821,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.87332,0.04967,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110628.0,110628.79,110628.96,110628.97,110629.05,110629.2,110629.95,0.96633,0.00095,0.0001,0.0018,0.00408,5e-05,0.00043,5e-05,5e-05,0.00034
1761332402921,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.10412,0.04967,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110628.0,110628.79,110628.96,110628.97,110629.05,110629.2,110629.95,0.96633,0.00095,0.0001,0.0018,0.00408,5e-05,0.00043,5e-05,5e-05,0.00034
1761332403021,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.10412,0.04967,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.41,110628.0,110628.79,110628.96,110628.97,110629.05,110629.2,0.96628,0.0009,0.0001,0.02836,0.0018,0.00408,5e-05,0.00043,5e-05,5e-05
1761332403121,110626.98,110626.91,110626.02,110626.01,110625.96,110625.05,110625.0,110624.99,110624.97,110624.93,7.9266,0.04967,0.68121,0.04013,0.00255,0.09139,0.1357,0.79509,0.29832,1.08766,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.79,110628.96,110628.97,110629.05,1.10477,0.00095,0.0001,5e-05,0.02861,0.0017,0.00403,5e-05,0.00038,5e-05
1761332403221,110626.98,110626.92,110626.91,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,110625.01,7.9266,5e-05,0.04967,5e-05,0.68126,0.04013,0.00255,5e-05,0.09139,5e-05,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.03,110628.79,110628.96,110628.97,1.10342,0.00095,0.0001,5e-05,0.02861,0.0017,0.29826,0.00403,5e-05,0.00038
1761332403321,110626.98,110626.92,110626.91,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87367,5e-05,0.0004,0.04987,5e-05,0.68126,0.04013,0.00255,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.02,110628.03,110628.79,110628.96,1.10342,0.0009,0.0001,5e-05,0.02866,0.0017,5e-05,0.29836,0.00398,5e-05
1761332403421,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87362,0.0003,5e-05,0.05012,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.02,110628.03,110628.79,110628.96,1.1047,0.0009,0.0001,5e-05,0.02866,0.0017,5e-05,0.29841,0.00398,5e-05
1761332403521,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87357,0.0003,5e-05,0.05012,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.02,110628.03,110628.79,110628.96,1.1047,0.0009,0.0001,5e-05,0.02866,0.0017,5e-05,0.29841,0.00398,5e-05
1761332403621,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110627.83,110628.0,110628.02,110628.03,110628.79,1.10445,0.0009,0.0001,5e-05,0.02866,0.04891,0.0017,5e-05,0.29841,0.00398
1761332403721,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110627.82,110627.83,110628.0,110628.02,110628.03,1.1045,0.00095,0.0001,5e-05,0.02866,5e-05,0.04911,0.00165,5e-05,0.29836
1761332403821,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110627.82,110627.83,110628.0,110628.02,110628.03,1.10456,0.00095,0.0001,5e-05,0.02866,5e-05,0.04911,0.00165,5e-05,0.29836
1761332403921,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110627.82,110627.83,110628.0,110628.02,110628.03,1.10456,0.00095,0.0001,5e-05,0.02866,5e-05,0.04911,0.00165,5e-05,0.29836
1761332404021,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110627.82,110627.83,110628.0,110628.02,110628.03,1.10446,0.00095,0.0001,5e-05,0.02866,5e-05,0.04911,0.00165,5e-05,0.29836
1761332404121,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110627.82,110627.83,110628.0,110628.02,110628.03,1.10437,0.00095,0.0001,5e-05,0.02866,5e-05,0.04911,0.00165,5e-05,0.29836
1761332404221,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110627.82,110627.83,110628.0,110628.02,110628.03,1.10437,0.00095,0.0001,5e-05,0.02866,5e-05,0.04911,0.00165,5e-05,0.29836
1761332404321,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110627.82,110627.83,110628.0,110628.02,110628.03,1.10437,0.00095,0.0001,5e-05,0.02866,5e-05,0.04911,0.00165,5e-05,0.29836
1761332404422,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110627.82,110627.83,110628.0,110628.02,110628.03,1.10437,0.00095,0.0001,5e-05,0.02866,5e-05,0.04911,0.00165,5e-05,0.29836
1761332404521,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110627.82,110627.83,110628.0,110628.02,110628.03,1.10437,0.00095,0.0001,5e-05,0.02866,5e-05,0.0002,0.00165,5e-05,0.29836
1761332404623,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.02,110628.03,110628.79,110628.96,1.10442,0.00095,0.0001,5e-05,0.02866,0.0017,5e-05,0.29841,0.00398,5e-05
1761332404721,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.02,110628.03,110628.79,110628.96,1.10442,0.00095,0.0001,5e-05,0.02866,0.0017,5e-05,0.29841,0.00398,5e-05
1761332404821,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.10387,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.02,110628.03,110628.79,110628.96,1.10442,0.00095,0.0001,5e-05,0.02866,0.0017,5e-05,0.29841,0.00398,5e-05
1761332404921,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.10387,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.02,110628.03,110628.79,110628.96,1.10442,0.00095,0.0001,5e-05,0.02866,0.0017,5e-05,0.29841,0.00398,5e-05
1761332405021,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.10387,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.02,110628.03,110628.79,110628.96,1.10442,0.00095,0.0001,5e-05,0.02866,0.0017,5e-05,0.29841,0.00398,5e-05
1761332405121,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.02,110628.03,110628.79,110628.96,1.10267,0.00095,0.0001,5e-05,0.02866,0.0017,5e-05,0.29841,0.00398,5e-05
1761332405222,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.02,110628.03,110628.79,110628.96,1.10267,0.00095,0.0001,5e-05,0.02866,0.0017,5e-05,0.29841,0.00398,5e-05
1761332405321,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,7.87337,0.0003,5e-05,0.05017,5e-05,0.68116,0.04008,0.0025,5e-05,0.09139,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.02,110628.03,110628.79,110628.96,1.08074,0.00095,0.0001,5e-05,0.02866,0.0017,5e-05,0.29841,0.00398,5e-05
1761332405425,110626.98,110626.91,110626.58,110626.57,110626.03,110626.02,110626.01,110625.96,110625.06,110625.05,6.97265,0.0003,5e-05,0.0003,5e-05,0.68116,0.00015,0.0025,5e-05,0.0001,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.02,110628.03,110628.79,110628.96,2.02379,0.00105,0.0001,5e-05,0.02866,0.0017,0.11022,0.29841,0.00398,5e-05
1761332405521,110626.98,110626.91,110626.57,110626.03,110626.02,110625.96,110625.01,110625.0,110624.99,110624.93,4.72287,0.0003,0.0002,5e-05,0.0002,0.00255,5e-05,0.39198,5e-05,5e-05,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.01,110628.02,110628.03,110628.79,2.31051,0.0011,0.0001,5e-05,0.02866,0.0017,5e-05,0.11037,0.29836,0.00398
1761332405621,110626.98,110626.97,110626.91,110625.96,110625.01,110625.0,110624.93,110624.92,110624.76,110622.86,0.6413,0.0009,0.0003,0.0002,5e-05,0.00015,5e-05,0.00024,5e-05,0.04875,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.01,110628.02,110628.03,110628.79,3.50424,0.00045,0.0001,5e-05,0.02866,0.0017,5e-05,0.11037,0.29836,0.00398
1761332405721,110626.98,110626.97,110626.91,110624.92,110624.76,110624.54,110622.87,110622.86,110622.47,110621.5,0.63988,0.0011,0.0003,0.00014,5e-05,5e-05,5e-05,0.00015,0.00016,5e-05,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.01,110628.02,110628.03,110628.79,3.91847,0.00045,0.0001,5e-05,0.02866,0.0017,5e-05,0.11037,0.29836,0.00398
1761332405821,110626.98,110626.97,110626.91,110624.92,110624.76,110624.54,110622.47,110621.5,110621.32,110620.0,0.5367,0.00105,0.0003,0.00014,5e-05,5e-05,0.00016,5e-05,5e-05,5e-05,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.01,110628.02,110628.03,110628.79,3.92461,0.00045,0.0001,5e-05,0.02866,0.0017,5e-05,0.11037,0.29836,0.00398
1761332405921,110626.98,110626.97,110626.91,110624.92,110624.76,110624.54,110622.47,110621.5,110621.32,110620.0,0.53665,0.001,0.0003,0.00014,5e-05,5e-05,0.00016,5e-05,5e-05,5e-05,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.01,110628.02,110628.03,110628.79,3.92484,0.00045,0.0001,5e-05,0.02866,0.0017,5e-05,0.11037,0.29836,0.00398
1761332406021,110626.98,110626.97,110626.91,110624.92,110624.76,110624.54,110622.47,110621.5,110621.32,110620.0,0.5363,0.00065,0.0003,0.00014,5e-05,5e-05,0.00016,5e-05,5e-05,5e-05,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.01,110628.02,110628.03,110628.79,3.7831,0.00045,0.0001,5e-05,0.02866,0.0017,5e-05,0.11037,0.29836,0.00398
1761332406121,110626.98,110626.97,110626.91,110624.92,110624.76,110624.54,110622.47,110621.5,110621.32,110620.0,0.5364,0.0007,0.0003,0.00014,5e-05,5e-05,0.00016,5e-05,5e-05,5e-05,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.01,110628.02,110628.03,110628.79,3.33089,0.00045,0.0001,5e-05,0.02866,0.0017,5e-05,0.11037,0.29836,0.00398
1761332406221,110626.98,110626.97,110626.91,110624.92,110624.76,110622.47,110621.5,110621.32,110620.12,110620.0,0.5364,0.0007,0.0003,0.00014,5e-05,0.00016,5e-05,5e-05,0.11806,5e-05,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.01,110628.02,110628.03,110628.48,3.33089,0.00045,0.0001,5e-05,0.02866,0.0017,5e-05,0.11037,0.29836,0.08488
1761332406321,110626.98,110626.97,110626.91,110624.92,110624.76,110622.47,110621.5,110621.32,110620.13,110620.12,0.5364,0.0007,0.0003,0.00014,5e-05,0.00016,5e-05,5e-05,5e-05,0.11821,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.01,110628.02,110628.03,110628.48,3.33708,0.00045,0.0001,5e-05,0.02866,0.0017,5e-05,0.11037,0.29831,0.08493
1761332406422,110626.98,110626.97,110626.91,110624.92,110624.76,110622.47,110621.5,110621.32,110620.13,110620.12,0.5364,0.0007,0.0003,0.00014,5e-05,0.00016,5e-05,5e-05,0.76955,0.11821,110626.99,110627.0,110627.07,110627.4,110627.41,110628.0,110628.01,110628.02,110628.03,110628.48,3.33699,0.00045,0.0001,5e-05,0.02866,0.0017,5e-05,0.11037,0.29831,0.08493
